"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"287",1,"Unknown","Unknown","0","Home","1","4",0,0,1,"4",274
"288",0,"Complete Secondary Education","Complete Secondary Education","Independent","Entrepreneur ","3","3",1,1,1,"4",149
"289",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Home","3","4",1,0,1,"2",310
"290",1,"Unknown","Unknown","Small entrepreneur ","Small entrepreneur ","2","4",1,1,0,"4",336
"291",0,"Unknown","Unknown","0","Home","2","4",0,0,0,"4",356
"292",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","2","4",1,1,0,"4",297
"293",0,"Unknown","Unknown","0","Home","2","2",0,0,1,"2",280
"294",1,"Unknown","Unknown","0","Home","3","3",0,0,1,"3",283
"295",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","1","5",0,0,0,"4",216
"296",0,"Unknown","Unknown","0","Home","2","3",0,0,0,"3",190
"297",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","5",0,0,0,"4",434
"298",1,"Incomplete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,0,"3",340
"299",0,"Incomplete Secondary Education","Incomplete Primary Education","Independent","Home","1","4",1,0,0,"4",283
"300",1,"Complete Primary Education","Complete Secondary Education","Retired","Home","3","3",1,0,0,"2",397
"301",1,"Complete Primary Education","Complete Primary Education","Independent","Home","2","5",0,0,0,"4",321
"302",1,"Complete Professional Education","Incomplete Secondary Education","Operator","Operator","3","5",1,1,0,"2",380
"303",1,"Complete Primary Education","Complete Professional Education","Other occupation","Technical or professional level employee","2","4",0,0,0,"5",388
"304",0,"Complete Technical Education","Complete Secondary Education","Retired","Home","4","6",1,1,1,"3",367
"305",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","1",1,0,1,"4",201
"306",0,"Incomplete Primary Education","Incomplete Primary Education","0","0","2","3",0,0,1,"3",250
"307",0,"Complete Technical Education","Complete Secondary Education","Executive","Home","3","4",1,1,1,"4",179
"308",1,"Complete Secondary Education","Complete Secondary Education","Other occupation","Home","2","11",1,0,1,"4",364
"309",1,"Complete Primary Education","Complete Primary Education","Other occupation","Other occupation","1","2",1,0,0,"4",166
"310",1,"Unknown","Complete Secondary Education","Independent","Independent","1","2",1,0,1,"3",273
"311",0,"Complete Primary Education","Complete Secondary Education","Other occupation","Home","1","5",1,0,0,"4",398
"312",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","5","4",1,1,1,"4",306
"313",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","4","5",1,1,1,"4",162
"315",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,1,1,"2",155
"316",0,"Complete Professional Education","Complete Secondary Education","Small entrepreneur ","Auxiliary or Administrative","3","4",1,0,1,"4",394
"317",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Executive","3","5",1,1,1,"4",267
"318",0,"Complete Technical Education","Complete Technical Education","Auxiliary or Administrative","Independent","3","3",1,0,1,"4",229
"319",0,"Complete Secondary Education","Complete Secondary Education","Auxiliary or Administrative","Operator","3","4",1,0,1,"2",229
"320",0,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Other occupation","3","4",1,0,1,"4",436
"321",1,"Complete Secondary Education","Complete Technical Education","Operator","Auxiliary or Administrative","4","7",1,0,1,"4",353
"322",1,"Complete Secondary Education","Complete Primary Education","Independent","Home","3","4",1,1,1,"4",374
"323",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","3","6",1,0,1,"4",263
"324",1,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","4","3",1,0,1,"4",253
"325",1,"Complete Secondary Education","Complete Professional Education","Independent professional","Technical or professional level employee","4","6",1,1,1,"4",328
"326",1,"Incomplete Secondary Education","Incomplete Secondary Education","Small entrepreneur ","Small entrepreneur ","3","5",1,1,1,"4",316
"327",1,"Complete Professional Education","Incomplete Professional Education","Executive","Home","3","5",1,1,1,"4",383
"328",1,"Complete Technical Education","Complete Secondary Education","Independent professional","Home","2","4",1,0,1,"4",312
"329",1,"Unknown","Unknown","0","Home","2","8",0,0,1,"4",198
"330",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Auxiliary or Administrative","2","5",1,1,1,"2",149
"331",1,"Complete Professional Education","Incomplete Secondary Education","Other occupation","Home","2","5",1,1,1,"3",184
"332",1,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Independent professional","2","5",1,0,1,"2",375
"333",1,"Complete Secondary Education","Complete Technical Education","Operator","Operator","1","3",1,1,0,"2",247
"334",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Other occupation","4","3",1,1,1,"4",385
"335",1,"Complete Professional Education","Complete Technical Education","Independent","Auxiliary or Administrative","2","4",1,1,1,"4",273
"336",1,"Complete Professional Education","Complete Secondary Education","Executive","Home","4","4",1,1,1,"4",365
"337",1,"Incomplete Secondary Education","Incomplete Secondary Education","Technical or professional level employee","Home","2","4",1,0,1,"4",333
"338",1,"Complete Professional Education","Complete Professional Education","Operator","Operator","2","3",1,1,1,"4",258
"339",0,"Complete Professional Education","Incomplete Technical Education","Technical or professional level employee","Independent","4","5",1,1,0,"4",248
"340",1,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","2","4",1,1,1,"4",418
"341",0,"Incomplete Technical Education","Complete Professional Education","Small entrepreneur ","Independent professional","4","4",1,0,1,"4",210
"343",0,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","2","5",1,0,1,"2",207
"344",1,"Complete Technical Education","Complete Secondary Education","Executive","Home","4","4",1,1,1,"2",323
"345",1,"Complete Technical Education","Incomplete Professional Education","Operator","Auxiliary or Administrative","2","4",1,0,1,"4",464
"346",1,"Complete Primary Education","Complete Primary Education","Retired","Home","3","4",1,0,1,"4",248
"347",0,"Complete Secondary Education","Complete Primary Education","Operator","Other occupation","2","6",1,1,1,"2",209
"348",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","1","4",1,0,0,"4",413
"349",0,"Incomplete Secondary Education","Unknown","0","Home","1","2",0,0,0,"2",191
"350",0,"Complete Professional Education","Complete Secondary Education","Auxiliary or Administrative","Other occupation","2","5",0,0,0,"4",255
"351",1,"Complete Secondary Education","Postgraduate Education","Auxiliary or Administrative","Other occupation","3","4",1,0,0,"4",425
"352",1,"Complete Technical Education","Postgraduate Education","Technical or professional level employee","Executive","1","8",1,0,1,"4",438
"353",1,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,0,"4",243
"354",1,"Complete Secondary Education","Incomplete Secondary Education","Technical or professional level employee","Home","2","5",1,0,0,"2",99
"355",1,"Complete Secondary Education","Incomplete Technical Education","Operator","Auxiliary or Administrative","2","5",1,0,1,"4",367
"356",1,"Complete Professional Education","Complete Technical Education","Operator","Technical or professional level employee","2","5",1,1,1,"4",359
"357",1,"Complete Secondary Education","Complete Secondary Education","Other occupation","Auxiliary or Administrative","2","5",1,0,1,"2",213
"358",1,"Complete Professional Education","Incomplete Secondary Education","Independent professional","Home","2","4",0,0,1,"4",350
"359",0,"Complete Technical Education","Incomplete Professional Education","Independent","Home","3","4",1,1,1,"4",317
"360",0,"Unknown","Unknown","0","Home","1","5",0,0,0,"4",284
"361",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","2","4",0,1,0,"4",272
"362",0,"Incomplete Primary Education","Incomplete Secondary Education","Independent","Home","3","5",1,1,0,"4",323
"363",0,"Incomplete Secondary Education","Complete Professional Education","Small entrepreneur ","Independent professional","2","2",1,0,1,"3",214
"364",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","3",1,1,0,"4",366
"365",0,"Incomplete Secondary Education","Incomplete Secondary Education","Operator","Small entrepreneur ","2","2",0,0,0,"3",400
"366",1,"Complete Primary Education","Incomplete Technical Education","Entrepreneur ","Technical or professional level employee","1","4",1,1,0,"4",118
"367",1,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","3",1,0,0,"3",319
"368",1,"Complete Primary Education","Incomplete Primary Education","Independent","Retired","2","7",1,0,0,"2",226
"369",0,"Complete Secondary Education","Incomplete Primary Education","Independent professional","Home","1","3",0,0,0,"2",236
"370",0,"Complete Technical Education","Incomplete Technical Education","Independent professional","Auxiliary or Administrative","3","4",1,1,1,"4",204
"371",1,"Incomplete Technical Education","Incomplete Secondary Education","Independent","Independent","2","5",1,0,1,"4",310
"372",0,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",1,0,1,"4",297
"373",0,"Unknown","Unknown","0","Home","1","4",0,0,0,"4",304
"374",0,"Incomplete Primary Education","Unknown","0","Home","2","4",0,1,1,"4",376
"375",0,"Complete Professional Education","Incomplete Professional Education","Executive","Independent professional","2","4",1,1,1,"4",203
"376",0,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","4","4",1,1,1,"4",441
"377",1,"Incomplete Primary Education","Complete Primary Education","0","0","4","3",0,1,1,"4",295
"378",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","4","4",1,0,1,"4",310
"379",1,"Complete Professional Education","Incomplete Professional Education","Executive","Technical or professional level employee","2","3",1,1,1,"4",400
"380",1,"Postgraduate Education","Incomplete Professional Education","Independent professional","Home","4","4",1,1,1,"4",463
"381",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Small entrepreneur ","3","4",1,1,1,"4",223
"382",0,"Unknown","Unknown","0","0","3","4",0,0,1,"4",348
