"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"4795",0,"Complete Secondary Education","Complete Professional Education","Operator","Auxiliary or Administrative","2","3",1,0,1,"4",361
"4796",0,"Complete Professional Education","Postgraduate Education","Independent professional","Technical or professional level employee","1","5",1,0,0,"1",403
"4797",0,"Complete Primary Education","Complete Primary Education","Independent","Home","1","5",1,0,1,"3",235
"4798",1,"Incomplete Professional Education","Complete Secondary Education","Independent","Independent","3","4",1,0,1,"2",212
"4799",1,"Postgraduate Education","Complete Technical Education","Executive","Independent professional","5","6",1,1,1,"4",444
"4800",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","6","3",1,1,1,"4",437
"4801",0,"Complete Primary Education","Complete Primary Education","Independent","Home","3","7",1,0,1,"4",361
"4802",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","3",1,0,1,"4",345
"4803",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Home","3","5",1,1,1,"5",421
"4804",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","5",1,0,1,"2",342
"4805",0,"Complete Secondary Education","Incomplete Technical Education","Operator","Home","1","5",1,1,1,"2",327
"4806",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"3",269
"4807",0,"Complete Professional Education","Complete Professional Education","Other occupation","Auxiliary or Administrative","4","3",1,0,1,"3",327
"4808",1,"Complete Secondary Education","Incomplete Secondary Education","Independent","Independent","3","4",1,0,1,"3",270
"4809",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","2","3",1,0,1,"3",291
"4810",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","4","5",1,1,1,"4",268
"4811",0,"Complete Professional Education","Complete Professional Education","Independent professional","Home","5","4",1,1,1,"4",336
"4812",0,"Postgraduate Education","Complete Professional Education","Executive","Executive","5","3",1,1,1,"4",456
"4813",0,"Complete Professional Education","Complete Technical Education","Independent","Auxiliary or Administrative","4","3",1,0,1,"5",414
"4814",1,"Incomplete Primary Education","Complete Secondary Education","Independent professional","Operator","3","3",0,0,1,"2",330
"4815",0,"Complete Technical Education","Complete Secondary Education","Other occupation","Home","3","4",1,1,1,"2",361
"4816",0,"Complete Professional Education","Incomplete Secondary Education","Technical or professional level employee","Auxiliary or Administrative","3","4",1,0,1,"3",295
"4817",0,"Complete Technical Education","Complete Technical Education","Retired","Home","3","4",1,0,1,"2",404
"4818",0,"Postgraduate Education","Complete Professional Education","Independent professional","Independent professional","4","4",1,1,1,"4",399
"4819",0,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","2","4",1,0,1,"2",329
"4820",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","3",1,1,1,"4",412
"4821",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"3",373
"4822",0,"Incomplete Secondary Education","Incomplete Secondary Education","Executive","Home","3","5",1,0,1,"3",358
"4823",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"2",376
"4824",0,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"2",361
"4825",0,"Complete Secondary Education","Complete Secondary Education","Retired","Home","3","4",1,0,1,"2",291
"4826",0,"Complete Professional Education","Complete Technical Education","Retired","Home","4","3",1,1,1,"3",404
"4827",0,"Complete Technical Education","Complete Technical Education","Auxiliary or Administrative","Independent professional","2","4",1,0,0,"3",268
"4828",0,"Complete Secondary Education","Incomplete Secondary Education","Operator","Operator","2","4",0,0,0,"4",422
"4829",0,"Postgraduate Education","Complete Professional Education","Entrepreneur ","Independent professional","6","2",1,0,1,"2",275
"4830",0,"Complete Secondary Education","Incomplete Secondary Education","Independent","Home","1","5",0,0,0,"3",294
"4831",0,"Complete Professional Education","Complete Professional Education","Retired","Executive","4","4",1,1,1,"2",336
"4832",1,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","3",0,0,1,"4",219
"4833",1,"Unknown","Complete Secondary Education","Independent","Other occupation","2","2",0,0,0,"4",261
"4834",1,"Complete Technical Education","Complete Technical Education","Independent","Technical or professional level employee","3","6",1,1,1,"3",407
"4835",1,"Incomplete Technical Education","Complete Secondary Education","Independent","Operator","2","4",1,1,0,"3",303
"4836",1,"Incomplete Professional Education","Postgraduate Education","Entrepreneur ","Executive","6","3",1,1,1,"4",425
"4837",1,"Postgraduate Education","Postgraduate Education","Retired","Technical or professional level employee","3","5",1,1,1,"2",474
"4838",1,"Complete Primary Education","Incomplete Secondary Education","Independent","Home","2","7",0,0,1,"3",232
"4839",1,"Complete Secondary Education","Complete Professional Education","Operator","Executive","2","4",1,1,1,"1",221
"4840",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","5",1,0,1,"4",381
"4841",0,"Postgraduate Education","Complete Professional Education","Independent professional","Independent","4","2",0,0,1,"3",353
"4842",1,"Complete Secondary Education","Complete Professional Education","Operator","Executive","2","4",1,1,0,"3",256
"4843",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","3","2",1,1,1,"3",305
"4844",1,"Complete Professional Education","Complete Professional Education","Small entrepreneur ","Independent professional","3","3",1,1,1,"4",456
"4845",0,"Complete Primary Education","Complete Technical Education","Operator","Home","2","4",1,0,0,"2",249
"4846",0,"Complete Professional Education","Complete Secondary Education","Auxiliary or Administrative","Home","3","5",1,0,1,"2",355
"4847",0,"Incomplete Professional Education","Incomplete Professional Education","Independent","Auxiliary or Administrative","3","5",1,0,1,"4",328
"4848",0,"Complete Professional Education","Postgraduate Education","Independent professional","Executive","5","3",1,1,1,"4",368
"4849",0,"Complete Technical Education","Incomplete Technical Education","Independent","Entrepreneur ","4","5",1,1,1,"3",156
"4850",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","4",1,0,1,"4",407
"4851",1,"Complete Professional Education","Complete Professional Education","Other occupation","Other occupation","3","3",1,1,0,"2",288
"4852",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",0,0,0,"2",298
"4853",1,"Complete Secondary Education","Complete Professional Education","Small entrepreneur ","Home","2","4",1,0,0,"2",363
"4854",1,"Unknown","Unknown","Entrepreneur ","Executive","6","6",1,1,1,"1",164
"4855",1,"Complete Technical Education","Complete Professional Education","Independent","Other occupation","2","6",1,0,1,"2",342
"4856",1,"Complete Professional Education","Incomplete Professional Education","Independent professional","Technical or professional level employee","4","3",1,1,1,"2",344
"4857",1,"Incomplete Professional Education","Complete Technical Education","Auxiliary or Administrative","Home","1","3",1,0,0,"2",322
"4858",0,"Complete Primary Education","Incomplete Primary Education","Operator","Home","2","6",1,0,1,"4",390
"4859",1,"Complete Professional Education","Incomplete Professional Education","Technical or professional level employee","Executive","5","4",1,1,1,"2",455
"4860",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","4",1,1,1,"4",396
"4861",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","2","4",1,1,1,"4",383
"4862",1,"Postgraduate Education","Complete Professional Education","Executive","Executive","5","4",1,1,1,"4",472
"4863",1,"Complete Secondary Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"5",429
"4864",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","3","4",1,0,1,"5",453
"4865",0,"Complete Professional Education","Complete Secondary Education","Independent professional","Home","3","4",1,1,1,"2",234
"4866",0,"Complete Secondary Education","Incomplete Technical Education","Other occupation","Independent professional","3","5",1,1,1,"3",309
"4867",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,1,"2",358
"4868",0,"Postgraduate Education","Postgraduate Education","Other occupation","Other occupation","3","3",1,0,1,"4",351
"4869",0,"Unknown","Unknown","Operator","Operator","3","4",1,0,1,"2",398
"4870",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","4","4",1,0,1,"5",438
"4871",1,"Incomplete Professional Education","Complete Professional Education","Entrepreneur ","Technical or professional level employee","3","4",0,0,1,"4",308
"4872",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Home","3","4",1,1,1,"5",370
"4873",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","2","6",1,1,1,"2",432
"4874",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","5",1,1,1,"4",269
"4875",1,"Postgraduate Education","Postgraduate Education","Executive","Independent professional","3","4",1,1,1,"5",466
"4876",0,"Complete Secondary Education","Incomplete Primary Education","Small entrepreneur ","Home","3","4",1,1,0,"4",248
"4877",0,"Complete Secondary Education","Complete Secondary Education","Other occupation","Home","3","4",1,0,1,"4",211
"4878",1,"Postgraduate Education","Complete Professional Education","Independent professional","Technical or professional level employee","4","3",1,1,1,"4",254
"4879",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Independent","2","4",0,1,0,"2",131
"4880",0,"Complete Technical Education","Incomplete Professional Education","Technical or professional level employee","Independent","2","4",1,0,1,"2",332
"4881",1,"Complete Secondary Education","Complete Secondary Education","Operator","Technical or professional level employee","2","5",1,0,1,"5",392
"4882",0,"Incomplete Technical Education","Incomplete Technical Education","Executive","Small entrepreneur ","4","2",1,1,1,"4",350
"4883",1,"Complete Technical Education","Postgraduate Education","Independent professional","Executive","5","3",1,1,1,"4",243
"4884",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"3",448
"4885",1,"Postgraduate Education","Postgraduate Education","Independent professional","Executive","6","3",1,1,1,"4",458
"4886",0,"Complete Technical Education","Complete Technical Education","Operator","Home","3","3",1,0,1,"4",374
"4887",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Independent","2","4",1,1,1,"4",206
"4888",0,"Incomplete Professional Education","Postgraduate Education","Other occupation","Retired","4","2",1,1,1,"5",392
"4889",0,"Postgraduate Education","Complete Technical Education","Independent","Other occupation","3","4",1,1,1,"5",451
"4890",0,"Postgraduate Education","Incomplete Technical Education","Executive","Technical or professional level employee","3","2",1,0,1,"4",369
"4891",0,"Complete Technical Education","Complete Secondary Education","Independent","Home","3","5",1,0,1,"3",439
"4892",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,1,"4",389
"4893",0,"Complete Technical Education","Postgraduate Education","Retired","Technical or professional level employee","4","4",1,0,1,"4",412
"4894",0,"Incomplete Secondary Education","Complete Secondary Education","Other occupation","Home","1","4",1,0,0,"3",99
"4895",1,"Incomplete Professional Education","Complete Secondary Education","Executive","Auxiliary or Administrative","3","3",1,1,1,"5",454
"4896",1,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","3",1,0,1,"4",416
"4897",1,"Complete Secondary Education","Complete Technical Education","Operator","Auxiliary or Administrative","3","4",1,0,1,"4",335
"4898",1,"Incomplete Secondary Education","Complete Professional Education","Executive","Executive","5","5",1,1,1,"4",398
"4899",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent professional","3","4",1,1,1,"4",453
"4900",0,"Incomplete Professional Education","Complete Technical Education","Small entrepreneur ","Independent professional","2","5",1,1,1,"4",372
"4901",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","2","2",1,0,1,"5",476
"4902",1,"Complete Secondary Education","Complete Primary Education","Retired","Operator","2","5",1,0,0,"1",137
"4903",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent professional","3","4",1,1,1,"2",332
"4904",1,"Complete Primary Education","Incomplete Secondary Education","Other occupation","Home","2","3",0,0,1,"3",328
"4905",1,"Unknown","Postgraduate Education","Other occupation","Independent","3","4",1,1,1,"4",153
"4906",0,"Complete Technical Education","Complete Technical Education","Operator","Operator","3","4",1,0,0,"4",409
"4907",1,"Complete Professional Education","Postgraduate Education","Independent professional","Technical or professional level employee","2","4",1,0,0,"3",253
"4908",1,"Unknown","Postgraduate Education","Other occupation","Executive","3","2",1,1,1,"5",327
"4909",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Operator","3","4",1,0,1,"3",377
"4910",1,"Complete Professional Education","Postgraduate Education","Independent","Technical or professional level employee","5","2",1,1,1,"4",376
"4911",0,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","4","3",1,1,1,"4",418
"4912",0,"Unknown","Complete Secondary Education","Other occupation","Operator","3","2",1,0,0,"2",332
"4913",1,"Complete Professional Education","Complete Professional Education","Executive","Independent professional","5","5",1,1,1,"5",477
"4914",0,"Unknown","Complete Secondary Education","Home","Independent professional","4","3",1,0,1,"2",318
"4916",1,"Incomplete Primary Education","Complete Primary Education","Independent","Independent","1","7",1,0,1,"4",310
"4917",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Home","3","3",1,1,1,"2",334
"4918",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","4",1,1,0,"2",241
"4919",0,"Complete Primary Education","Complete Secondary Education","Independent","Home","2","4",1,0,0,"2",221
"4920",1,"Complete Secondary Education","Complete Secondary Education","Retired","Home","4","4",1,0,1,"4",428
"4921",1,"Complete Primary Education","Complete Primary Education","Independent","Home","4","7",1,0,1,"4",377
"4922",1,"Complete Primary Education","Complete Secondary Education","Independent","Other occupation","2","3",1,0,1,"4",362
"4923",1,"Complete Professional Education","Complete Professional Education","Other occupation","Auxiliary or Administrative","2","4",1,0,0,"4",366
"4924",1,"Postgraduate Education","Complete Technical Education","Technical or professional level employee","Home","3","4",1,0,1,"4",367
"4925",1,"Complete Professional Education","Complete Professional Education","Independent professional","Small entrepreneur ","4","3",1,1,1,"4",433
"4926",0,"Complete Professional Education","Complete Professional Education","Executive","Independent professional","2","4",0,0,1,"2",388
"4927",0,"Complete Primary Education","Complete Primary Education","Independent","Home","1","4",1,0,1,"2",247
"4928",1,"Complete Technical Education","Complete Secondary Education","Independent","Home","1","10",0,0,1,"2",322
"4929",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","6",1,0,1,"2",247
"4930",1,"Complete Professional Education","Complete Secondary Education","Independent","Other occupation","3","5",1,0,1,"2",278
"4931",1,"Complete Technical Education","Complete Professional Education","Independent","Home","3","2",1,0,0,"2",397
"4932",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","4","3",1,1,1,"5",463
"4933",0,"Unknown","Complete Secondary Education","Other occupation","Operator","1","8",0,0,0,"4",378
"4934",0,"Complete Secondary Education","Incomplete Secondary Education","Operator","Home","1","4",0,0,1,"4",221
"4935",0,"Complete Technical Education","Complete Secondary Education","Operator","Home","2","3",1,1,0,"4",292
"4936",1,"Complete Technical Education","Postgraduate Education","Home","Technical or professional level employee","3","5",1,1,0,"4",441
"4937",0,"Incomplete Secondary Education","Complete Secondary Education","Operator","Operator","2","4",1,0,0,"2",254
"4938",1,"Complete Secondary Education","Incomplete Secondary Education","Operator","Other occupation","2","3",1,0,0,"2",311
"4939",0,"Incomplete Technical Education","Incomplete Technical Education","Auxiliary or Administrative","Auxiliary or Administrative","3","4",1,1,1,"4",339
"4940",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Independent","2","3",1,0,1,"4",311
"4941",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","2","6",1,0,0,"4",372
"4942",0,"Incomplete Primary Education","Complete Primary Education","Operator","Operator","2","7",0,0,0,"2",226
"4943",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","7",1,0,0,"4",471
"4944",1,"Complete Secondary Education","Complete Technical Education","Technical or professional level employee","Executive","3","3",1,1,1,"2",228
"4946",1,"Complete Secondary Education","Incomplete Primary Education","Retired","Home","2","5",1,0,1,"4",367
"4947",1,"Incomplete Primary Education","Complete Secondary Education","Operator","Operator","3","5",1,0,1,"3",378
"4948",0,"Incomplete Primary Education","Incomplete Primary Education","Small entrepreneur ","Small entrepreneur ","3","3",1,0,1,"2",348
"4949",1,"Complete Secondary Education","Incomplete Professional Education","Executive","Executive","2","3",1,0,1,"2",256
"4950",0,"Unknown","Incomplete Secondary Education","Other occupation","Independent","3","7",1,0,1,"4",352
"4951",0,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Entrepreneur ","5","3",1,1,1,"4",415
"4952",0,"Incomplete Secondary Education","Incomplete Secondary Education","Operator","Home","2","3",1,0,0,"2",148
"4953",0,"Incomplete Primary Education","Incomplete Secondary Education","Independent","Small entrepreneur ","3","3",1,1,1,"4",324
"4954",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","3","4",1,0,1,"2",367
"4955",0,"Complete Secondary Education","Complete Secondary Education","Retired","Home","3","4",1,0,1,"4",334
"4956",0,"Incomplete Professional Education","Complete Professional Education","Independent","Home","4","7",0,0,1,"3",382
"4957",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","4",1,0,1,"2",293
"4958",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","2","3",1,0,0,"2",189
"4959",0,"Unknown","Incomplete Secondary Education","Independent","Operator","2","7",0,0,1,"2",361
"4960",0,"Incomplete Technical Education","Complete Secondary Education","Independent","Small entrepreneur ","2","3",1,1,1,"3",254
"4961",1,"Incomplete Primary Education","Unknown","Independent","Other occupation","2","4",0,0,0,"2",351
"4962",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Independent","4","2",1,1,1,"5",325
"4963",1,"Unknown","Unknown","Executive","Home","5","5",1,1,1,"5",456
"4964",0,"Unknown","Incomplete Secondary Education","Operator","Home","2","4",0,0,1,"4",397
"4965",1,"Incomplete Secondary Education","Incomplete Primary Education","Independent","Home","2","3",0,0,0,"4",224
"4966",1,"Complete Technical Education","Complete Secondary Education","Operator","Other occupation","2","3",0,0,1,"3",287
"4967",1,"Incomplete Primary Education","Incomplete Primary Education","Other occupation","Other occupation","2","7",1,0,1,"2",227
"4968",0,"Incomplete Primary Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","3","4",1,0,1,"2",344
"4969",0,"Complete Professional Education","Complete Primary Education","Technical or professional level employee","Home","1","4",1,0,0,"4",196
"4970",0,"Incomplete Secondary Education","Complete Technical Education","Independent","Auxiliary or Administrative","3","4",1,1,1,"3",414
"4971",0,"Complete Secondary Education","Complete Professional Education","Independent","Auxiliary or Administrative","3","3",1,0,1,"4",426
"4972",1,"Incomplete Secondary Education","Complete Primary Education","Operator","Home","2","5",1,0,0,"2",367
"4973",1,"Incomplete Primary Education","Complete Primary Education","Other occupation","Other occupation","2","3",1,0,0,"4",312
"4974",0,"Complete Secondary Education","Incomplete Professional Education","Operator","Operator","2","5",1,1,1,"2",282
"4975",0,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Technical or professional level employee","3","3",1,1,0,"1",229
"4976",1,"Complete Primary Education","Incomplete Primary Education","Operator","Home","1","8",0,0,0,"1",266
"4977",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","5","4",1,1,0,"2",448
"4978",0,"Unknown","Complete Primary Education","Operator","Independent","1","3",1,0,0,"3",181
"4979",1,"Incomplete Professional Education","Incomplete Secondary Education","Independent professional","Home","3","6",1,1,0,"2",318
"4980",0,"Postgraduate Education","Postgraduate Education","Small entrepreneur ","Small entrepreneur ","3","2",1,1,1,"3",381
"4981",1,"Complete Secondary Education","Incomplete Primary Education","Other occupation","Operator","2","4",0,0,1,"2",201
"4982",0,"Complete Professional Education","Complete Professional Education","Independent","Independent","3","4",1,1,0,"3",440
"4983",0,"Incomplete Secondary Education","Complete Professional Education","Executive","Home","3","4",1,0,1,"2",195
"4984",0,"Incomplete Technical Education","Incomplete Technical Education","Independent","Home","1","5",0,0,1,"3",361
"4985",0,"Postgraduate Education","Incomplete Secondary Education","Technical or professional level employee","Home","4","5",1,0,1,"3",373
"4986",0,"Complete Professional Education","Complete Secondary Education","Independent professional","Independent","4","3",1,1,0,"3",270
"4987",0,"Complete Technical Education","Incomplete Secondary Education","Operator","Home","3","10",1,0,1,"3",196
"4988",0,"Complete Professional Education","Complete Technical Education","Other occupation","Home","3","5",1,1,1,"3",398
"4989",1,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","4","3",1,1,1,"4",381
"4990",0,"Complete Professional Education","Postgraduate Education","Independent","Technical or professional level employee","3","3",1,1,1,"3",300
"4991",0,"Complete Professional Education","Complete Professional Education","Other occupation","Other occupation","5","5",1,1,0,"3",263
"4992",0,"Complete Professional Education","Complete Professional Education","Retired","Other occupation","1","3",0,0,1,"3",241
"4993",1,"Complete Professional Education","Complete Professional Education","Independent","Executive","2","3",1,1,0,"3",291
"4994",0,"Complete Professional Education","Complete Professional Education","Independent","Technical or professional level employee","4","4",1,0,1,"2",162
"4995",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","7",1,1,1,"3",214
"4996",1,"Postgraduate Education","Postgraduate Education","Other occupation","Other occupation","3","4",1,1,1,"3",265
"4997",0,"Postgraduate Education","Postgraduate Education","Independent professional","Technical or professional level employee","4","3",1,1,1,"5",472
"4998",1,"Complete Technical Education","Complete Technical Education","Operator","Technical or professional level employee","2","6",1,0,1,"2",301
"4999",1,"Complete Professional Education","Complete Technical Education","Executive","Independent professional","4","4",1,1,1,"4",277
"5000",1,"Complete Secondary Education","Complete Secondary Education","Independent","Auxiliary or Administrative","2","3",1,0,0,"2",156
"5001",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","3",1,0,1,"3",321
"5002",1,"Complete Professional Education","Incomplete Secondary Education","Independent professional","Small entrepreneur ","3","4",1,1,1,"3",412
"5003",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Small entrepreneur ","2","4",1,1,1,"3",277
"5004",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","3","4",1,1,0,"3",314
"5005",0,"Unknown","Complete Secondary Education","Independent","Entrepreneur ","3","6",1,0,0,"2",199
"5006",1,"Complete Professional Education","Complete Technical Education","Independent professional","Home","3","5",1,0,0,"2",301
"5007",0,"Complete Professional Education","Complete Professional Education","Independent professional","Technical or professional level employee","3","3",1,1,1,"3",270
"5008",0,"Complete Primary Education","Incomplete Secondary Education","Independent","Home","1","6",0,0,0,"2",247
"5009",1,"Complete Professional Education","Complete Secondary Education","Entrepreneur ","Home","3","5",1,0,1,"3",154
"5010",0,"Complete Technical Education","Complete Technical Education","Independent","Retired","4","6",1,1,1,"2",107
"5011",1,"Incomplete Professional Education","Incomplete Professional Education","Other occupation","Home","3","4",1,0,0,"3",299
"5012",0,"Complete Technical Education","Complete Technical Education","Other occupation","Home","1","3",0,0,1,"2",357
"5013",0,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","3","5",1,0,1,"2",321
"5014",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Small entrepreneur ","2","4",1,1,1,"3",382
"5015",1,"Unknown","Complete Secondary Education","Other occupation","Technical or professional level employee","2","10",1,0,1,"3",396
"5016",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","5",0,0,0,"2",202
"5017",1,"Complete Secondary Education","Complete Primary Education","Independent","Independent","2","4",1,1,1,"3",265
"5018",1,"Incomplete Technical Education","Incomplete Professional Education","Operator","Auxiliary or Administrative","2","3",1,0,1,"4",418
"5019",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Other occupation","1","4",1,0,0,"3",240
"5020",1,"Incomplete Professional Education","Postgraduate Education","Independent","Technical or professional level employee","3","4",1,0,1,"4",418
"5021",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",1,0,0,"2",333
"5022",0,"Incomplete Secondary Education","Complete Secondary Education","Operator","Home","2","6",1,0,1,"3",296
"5023",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","2","7",0,0,0,"4",290
"5024",1,"Incomplete Professional Education","Complete Professional Education","Independent","Technical or professional level employee","5","4",1,1,0,"4",220
"5025",1,"Complete Technical Education","Complete Technical Education","Executive","Independent","3","4",1,1,1,"4",420
"5026",1,"Complete Professional Education","Complete Professional Education","Retired","Independent professional","2","5",1,0,1,"5",483
"5027",1,"Complete Secondary Education","Complete Professional Education","Other occupation","Retired","3","6",1,0,1,"5",441
"5028",1,"Complete Secondary Education","Complete Secondary Education","Operator","Operator","4","4",1,1,1,"5",455
"5029",0,"Complete Technical Education","Complete Secondary Education","Independent","Independent","3","5",1,1,1,"2",414
"5030",1,"Complete Technical Education","Postgraduate Education","Small entrepreneur ","Small entrepreneur ","4","5",1,1,1,"4",408
"5031",1,"Complete Technical Education","Complete Professional Education","Independent","Independent professional","4","3",1,0,0,"4",155
"5032",1,"Complete Secondary Education","Complete Secondary Education","Other occupation","Operator","2","4",1,0,1,"3",365
"5033",0,"Complete Professional Education","Postgraduate Education","Independent professional","Technical or professional level employee","3","5",1,1,1,"2",219
"5034",0,"Complete Professional Education","Incomplete Professional Education","Independent professional","Auxiliary or Administrative","4","4",1,1,1,"4",288
"5035",0,"Complete Professional Education","Incomplete Professional Education","Technical or professional level employee","Independent","4","4",1,1,1,"4",367
"5036",0,"Postgraduate Education","Postgraduate Education","Independent professional","Technical or professional level employee","4","7",1,1,1,"4",472
"5037",0,"Complete Primary Education","Incomplete Secondary Education","Independent","Home","1","6",0,0,0,"4",197
"5038",0,"Complete Secondary Education","Complete Technical Education","Executive","Technical or professional level employee","3","8",1,0,1,"2",234
"5039",0,"Complete Technical Education","Incomplete Professional Education","Technical or professional level employee","Executive","2","3",1,1,1,"2",271
"5040",0,"Incomplete Secondary Education","Complete Professional Education","Small entrepreneur ","Technical or professional level employee","4","4",1,0,1,"2",313
"5041",0,"Postgraduate Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"4",422
"5042",0,"Incomplete Professional Education","Complete Technical Education","Executive","Home","4","4",1,1,1,"4",420
"5043",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","6",1,1,1,"2",222
"5044",1,"Incomplete Primary Education","Complete Technical Education","Other occupation","Auxiliary or Administrative","1","5",1,1,1,"3",398
"5045",0,"Complete Technical Education","Complete Professional Education","Other occupation","Technical or professional level employee","2","4",1,1,1,"3",460
"5046",1,"Complete Professional Education","Complete Technical Education","Independent professional","Independent professional","4","4",1,1,1,"4",371
"5047",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Home","2","4",1,0,1,"2",388
"5048",1,"Complete Professional Education","Complete Professional Education","Entrepreneur ","Entrepreneur ","4","4",1,1,1,"2",271
"5049",0,"Unknown","Incomplete Primary Education","Operator","Home","1","6",0,0,0,"3",370
"5050",1,"Incomplete Technical Education","Complete Professional Education","Operator","Home","4","4",1,1,0,"3",370
"5051",1,"Complete Technical Education","Complete Technical Education","Independent professional","Home","5","5",1,0,1,"5",432
"5052",0,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Executive","4","4",1,1,1,"4",459
"5053",0,"Complete Secondary Education","Complete Professional Education","Independent","Retired","2","3",1,1,1,"1",261
"5054",0,"Complete Secondary Education","Complete Professional Education","Technical or professional level employee","Independent professional","3","2",1,1,1,"2",175
"5055",0,"Postgraduate Education","Postgraduate Education","Executive","Independent professional","4","4",1,1,1,"4",398
"5056",1,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Independent","2","4",1,1,0,"5",398
"5057",1,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Retired","4","4",1,1,1,"5",469
"5058",0,"Complete Professional Education","Postgraduate Education","Technical or professional level employee","Executive","4","5",1,1,1,"5",319
